# 一簡
一	y
拉	ls
邋	lsa
邋	lsaaoa
倆	lsi
蠟	lsia
蠟	lsiaaa
蝲	lsiav
蜡	lsiavi
蜡	lsiavi
蝲	lsiavi
落	lsii
落	lsiiau
鑞	lsio
鑞	lsioaa
拉	lsiuov
倆	lsivia
啦	lso
旯	lsoi
旯	lsoiua
啦	lsoiuo
辣	lsov
喇	lsovi
喇	lsovia
瘌	lsovv
瘌	lsovvi
癩	lsovvi
癩	lsovvi
辣	lsovvi
臘	lsu
鯻	lsua
臘	lsuaaa
鯻	lsuavi
腊	lsuv
腊	lsuvii
垃	lsv
剌	lsvi
鞡	lsvii
剌	lsviii
鞡	lsviiu
垃	lsvoov
砬	lsvu
砬	lsvuov
亂	lt
灤	lta
灤	ltaoaa
攣	lto
巒	ltoa
孿	ltoaa
孿	ltoaai
孌	ltoaau
孌	ltoaau
鑾	ltoai
巒	ltoaia
臠	ltoaia
臠	ltoaia
鑾	ltoaio
攣	ltoaiu
鸞	ltoau
鸞	ltoaui
欒	ltoav
欒	ltoavv
卵	ltu
卵	ltuaai
亂	ltuoaa
類	lw
淚	lwa
綸	lwaa
縲	lwaai
縲	lwaaia
綸	lwaaiv
淪	lwai
漯	lwaia
漯	lwaiav
淪	lwaivi
嫘	lwau
嫘	lwauia
淚	lwauua
累	lwi
纍	lwia
累	lwiaaa
纍	lwiaaa
圇	lwiai
圇	lwiaiv
崙	lwiaiv
崙	lwiaiv
罍	lwiau
罍	lwiauv
壘	lwiav
壘	lwiavo
倫	lwii
儡	lwiia
儡	lwiiav
藟	lwiii
藟	lwiiia
蕾	lwiiv
倫	lwiivi
蕾	lwiivo
鐳	lwio
錀	lwioi
錀	lwioiv
鐳	lwiovo
掄	lwiu
掄	lwiuiv
捩	lwiuu
捩	lwiuuu
擂	lwiuv
擂	lwiuvo
侖	lwiv
侖	lwivia
論	lwo
誄	lwoa
論	lwoaiv
誄	lwoavv
唳	lwou
唳	lwouua
類	lwouvu
羸	lwov
嘞	lwovi
嘞	lwovii
羸	lwovou
癗	lwovv
癗	lwovvo
肋	lwu
肋	lwuauu
戾	lwuu
戾	lwuuvu
雷	lwv
輪	lwva
輪	lwvaiv
酹	lwvi
勒	lwvia
勒	lwviau
酹	lwviuo
埨	lwvo
雷	lwvoia
埨	lwvoiv
埒	lwvou
埒	lwvouo
磊	lwvu
礌	lwvuv
礌	lwvuvo
磊	lwvuvu
耒	lwvv
檑	lwvvo
檑	lwvvoa
耒	lwvvvi
兩	lx
涼	lxa
粱	lxaa
綡	lxaao
粱	lxaaou
綡	lxaaov
梁	lxaav
梁	lxaavv
涼	lxaovo
倆	lxi
螂	lxia
螂	lxiaoa
莨	lxii
莨	lxiioa
俍	lxio
俍	lxioav
倞	lxiov
倞	lxiovo
倆	lxivia
量	lxo
良	lxoa
諒	lxoao
諒	lxoaov
良	lxoavv
晾	lxoi
量	lxoiia
踉	lxoio
踉	lxoioa
晾	lxoiov
悢	lxoo
悢	lxoooa
糧	lxou
糧	lxouoi
亮	lxov
凉	lxovo
凉	lxovov
亮	lxovua
魎	lxu
魎	lxuivi
樑	lxv
輛	lxva
樑	lxvaau
輬	lxvao
輬	lxvaov
輛	lxvavi
㒼	lxvi
兩	lxviai
㒼	lxviia
椋	lxvo
墚	lxvoa
墚	lxvoaa
椋	lxvovo
靚	lxvv
靚	lxvvia
龍	ly
隆	lya
漋	lyaa
漋	lyaaiu
隴	lyai
隴	lyaiov
隆	lyaiua
瀧	lyao
瀧	lyaovo
攏	lyi
矓	lyia
矓	lyiaov
蘢	lyii
蘢	lyiiov
攏	lyiuov
壟	lyo
曨	lyoi
曨	lyoiov
窿	lyoo
窿	lyooai
嚨	lyoov
嚨	lyoovo
聾	lyov
癃	lyova
癃	lyovai
礱	lyovv
哢	lyovvi
哢	lyovvi
聾	lyovvi
龍	lyovvi
壟	lyovvo
礱	lyovvu
籠	lyu
朧	lyuo
朧	lyuovo
篢	lyuv
籠	lyuvov
篢	lyuvvi
瓏	lyv
壠	lyvo
壠	lyvoov
櫳	lyvov
櫳	lyvovo
尨	lyvu
尨	lyvuau
弄	lyvv
瓏	lyvvov
弄	lyvvvu
老	lz
姥	lza
絡	lzaa
絡	lzaaua
澇	lzao
澇	lzaouo
嫪	lzau
嫪	lzauao
姥	lzauuo
潦	lzav
潦	lzavuo
撈	lzi
嶗	lzia
嶗	lziaou
落	lzii
落	lziiau
荖	lziiu
荖	lziiuo
銠	lzio
鐒	lzioo
鐒	lzioou
銠	lziouo
佬	lziu
撈	lziuou
佬	lziuov
勞	lzo
牢	lzoo
嘮	lzoou
嘮	lzoouo
牢	lzoouv
烙	lzou
勞	lzouau
犖	lzouu
烙	lzouua
犖	lzouuv
癆	lzov
癆	lzovou
耋	lzu
老	lzuoua
耋	lzuova
酪	lzv
醪	lzvi
醪	lzviao
酪	lzviua
𡑍	lzvo
𡑍	lzvoou
栳	lzvu
栳	lzvuov
耮	lzvv
耮	lzvvou
民	mb
泯	mba
緡	mbaa
緡	mbaaav
湣	mbaav
泯	mbaava
湣	mbaava
澠	mbai
澠	mbaiav
愍	mbav
民	mbavav
愍	mbavoa
皿	mbi
岷	mbia
岷	mbiaav
皿	mbiaii
黽	mbiav
黽	mbiavv
苠	mbii
苠	mbiiav
抿	mbiu
抿	mbiuav
閩	mbo
閔	mboi
閩	mboiia
旻	mboio
旻	mboiov
閔	mboiov
憫	mboo
憫	mboooi
忞	mbov
忞	mbovoa
敏	mbu
鰵	mbuv
鰵	mbuvua
敏	mbuvuv
玟	mbv
碈	mbvu
碈	mbvuua
珉	mbvv
珉	mbvvav
玟	mbvvov
秒	mc
妙	mca
淼	mcaa
繆	mcaaa
淼	mcaaaa
繆	mcaaao
緲	mcaai
緲	mcaaia
渺	mcai
渺	mcaiav
沓	mcao
沓	mcaoii
妙	mcauiu
瞄	mci
眇	mcia
瞄	mciaii
眇	mciaiu
苗	mcii
苗	mciiia
藐	mciiu
鶓	mciiui
鶓	mciiui
藐	mciiuo
描	mciu
描	mciuii
廟	mco
廟	mco
喵	mcoi
喵	mcoiii
嘸	mcou
嘸	mcouvv
邈	mcu
邈	mcuooa
秒	mcuviu
杪	mcv
杪	mcviuo
滅	md
牟	mda
乜	mdaa
乜	mdaaa
鍪	mdao
蝥	mdaoi
蝥	mdaoia
鍪	mdaoio
牟	mdaouv
滅	mdavuv
蔑	mdi
眸	mdia
蛑	mdiaa
眸	mdiaao
蛑	mdiaao
蠛	mdiai
蠛	mdiaii
侔	mdiao
侔	mdiaou
蔑	mdiiia
羋	mdiv
羋	mdivvv
謀	mdo
呣	mdoa
呣	mdoaao
哞	mdoao
哞	mdoaou
謀	mdoavi
咩	mdoo
咩	mdoouv
袤	mdov
袤	mdovao
篾	mdu
衊	mdui
衊	mduiii
篾	mduvia
某	mdv
懋	mdva
懋	mdvaoa
某	mdvivv
麼	me
麼	meovaa
滿	mf
縵	mfa
縵	mfaaoi
澫	mfai
澫	mfaiii
漫	mfao
漫	mfaoii
嫚	mfau
嫚	mfauoi
懣	mfav
滿	mfavii
懣	mfavoa
瞞	mfi
幔	mfia
幔	mfiaoi
蟎	mfiav
瞞	mfiavi
蟎	mfiavi
蔓	mfii
蔄	mfiio
蔄	mfiioi
蔓	mfiioi
饅	mfio
鏝	mfioo
鏝	mfiooi
饅	mfiooi
慢	mfo
蠻	mfoa
蠻	mfoaia
謾	mfoao
謾	mfoaoi
曼	mfoi
蹣	mfoii
曼	mfoiia
蹣	mfoiii
慢	mfoooi
熳	mfou
熳	mfouoi
鰻	mfu
鰻	mfuaoi
埋	mfv
鞔	mfvi
鬘	mfvio
鬘	mfvioi
鞔	mfviua
顢	mfviv
顢	mfvivu
墁	mfvo
埋	mfvoia
墁	mfvooi
名	mg
溟	mga
溟	mgaoao
洺	mgau
洺	mgauao
命	mgi
瞑	mgia
皿	mgiai
皿	mgiaii
螟	mgiao
瞑	mgiaoa
螟	mgiaoa
茗	mgii
蓂	mgiio
蓂	mgiioa
茗	mgiiua
銘	mgio
銘	mgioua
命	mgivoa
明	mgo
冥	mgoa
冥	mgoaoi
暝	mgoi
暝	mgoioa
明	mgoiuu
鳴	mgou
鳴	mgouia
名	mguaoo
酩	mgv
酩	mgviua
買	mh
蕒	mhi
買	mhiaao
邁	mhii
勱	mhiia
勱	mhiiau
蕒	mhiiia
邁	mhiioa
䥑	mhio
䥑	mhiouo
嘜	mho
嘜	mhouoi
麥	mhu
麥	mhuoii
脈	mhuu
脈	mhuuuu
賣	mhv
埋	mhvo
埋	mhvoia
賣	mhvoia
霾	mhvou
霾	mhvouo
目	mj
母	mja
母	mjaaov
牟	mjao
鶩	mjaou
鶩	mjaoui
牟	mjaouv
姆	mjau
姆	mjauaa
姥	mjauu
姥	mjauuo
沐	mjav
沐	mjavv
幕	mji
睦	mjia
睦	mjiavo
目	mjiavv
墓	mjii
募	mjiia
募	mjiiau
慕	mjiii
幕	mjiiia
苜	mjiiia
苜	mjiiia
慕	mjiiiu
驀	mjiiiv
驀	mjiiiv
暮	mjiio
暮	mjiioi
墓	mjiivo
鉬	mjio
鉧	mjioa
鉧	mjioaa
鉬	mjioia
拇	mjiu
仫	mjiua
拇	mjiuaa
仫	mjiuao
畝	mjo
呣	mjoa
呣	mjoaao
𧿹	mjoi
𧿹	mjoiaa
嘸	mjou
嘸	mjouvv
唔	mjov
唔	mjovia
畝	mjovua
牧	mju
穆	mjuv
毪	mjuva
毪	mjuvao
穆	mjuvui
牧	mjuvuv
牡	mjuvv
牡	mjuvvo
木	mjv
模	mjvi
模	mjviio
坶	mjvo
坶	mjvoaa
木	mjvv
米	mk
彌	mka
糸	mkaa
糸	mkaaiu
瀰	mkaav
瀰	mkaava
泌	mkao
泌	mkaoao
汨	mkaoi
汨	mkaoii
洣	mkaou
洣	mkaouv
弭	mkav
弭	mkavvi
彌	mkavvu
眯	mki
瞇	mkia
眯	mkiaou
瞇	mkiaou
蘼	mkii
蘼	mkiiov
羋	mkiv
羋	mkivvv
密	mko
祕	mkoa
謎	mkoao
祕	mkoaoa
謐	mkoaoa
謐	mkoaoa
冪	mkoaoi
冪	mkoaoi
謎	mkoaou
禰	mkoav
禰	mkoavu
蜜	mkoo
密	mkooia
蜜	mkooia
宓	mkooo
嘧	mkoooa
嘧	mkoooa
宓	mkoooa
咪	mkoou
咪	mkoouv
迷	mkou
迷	mkouoa
敉	mkouu
敉	mkouuv
米	mkouvi
靡	mkov
縻	mkova
縻	mkovaa
靡	mkoviv
糜	mkovo
糜	mkovou
麋	mkovou
麋	mkovou
覓	mku
獼	mkua
獼	mkuaav
脒	mkuo
覓	mkuoia
脒	mkuouv
醚	mkv
醾	mkvi
醚	mkviou
醾	mkviov
摸	ml
漠	mla
纆	mlaa
纆	mlaaia
陌	mlai
漠	mlaiio
陌	mlaivu
沒	mlau
沒	mlauaa
嫫	mlaui
嫫	mlauii
嬤	mlauo
嬤	mlauov
沫	mlav
沫	mlavvi
莫	mli
默	mlia
冒	mliai
冒	mliaia
蟆	mliaii
蟆	mliaii
墨	mliav
墨	mliavo
默	mliavu
摹	mlii
驀	mliii
摹	mliiiu
驀	mliiiv
蘑	mliio
莫	mliioi
藦	mliiov
藦	mliiov
蘑	mliiov
茉	mliiv
茉	mliivv
饃	mlio
鏌	mlioi
鏌	mlioii
饃	mlioii
抹	mliu
摸	mliuii
抹	mliuvv
魔	mlo
袜	mloa
謨	mloai
謨	mloaii
袜	mloavv
寞	mloo
寞	mlooii
嘜	mlou
嘜	mlouoi
摩	mlov
麼	mlova
麼	mlovaa
瘼	mlovi
瘼	mlovii
摩	mloviu
魔	mlovui
磨	mlovv
磨	mlovvu
膜	mlu
膜	mluiio
貘	mluo
貘	mluoii
貉	mluou
貉	mluoua
貊	mluov
貊	mluovu
脈	mluu
脈	mluuuu
秣	mluv
無	mluvo
無	mluvoo
秣	mluvvv
末	mlv
萬	mlva
萬	mlva
模	mlvi
模	mlviio
靺	mlviv
靺	mlvivv
歿	mlvu
歿	mlvuua
耱	mlvv
末	mlvviu
耱	mlvvov
面	mm
綿	mma
緬	mmaa
綿	mmaaui
緬	mmaavu
澠	mmao
澠	mmaoia
娩	mmau
浼	mmaua
浼	mmauai
娩	mmauua
湎	mmav
沔	mmavi
沔	mmavia
湎	mmavui
眠	mmi
冕	mmia
眠	mmiaav
瞑	mmiao
瞑	mmiaoa
冕	mmiaua
黽	mmiav
眄	mmiavi
眄	mmiavi
黽	mmiavv
偭	mmiv
偭	mmivui
嘸	mmo
愐	mmoo
愐	mmoovu
嘸	mmouvv
免	mmu
勉	mmua
勉	mmuaau
免	mmuaia
鮸	mmuau
鮸	mmuaua
麵	mmuo
麵	mmuovu
鰵	mmuv
腼	mmuvu
鰵	mmuvua
腼	mmuvui
棉	mmv
丏	mmvi
丏	mmviaa
靦	mmvu
勔	mmvua
勔	mmvuau
棉	mmvuia
面	mmvuia
靦	mmvuia
門	mn
懣	mna
汶	mnao
汶	mnaovu
懣	mnavoa
捫	mni
鍆	mnio
們	mnioi
們	mnioia
鍆	mniooi
捫	mniuoi
悶	mno
門	mnoiaa
悶	mnoioa
惛	mnoo
惛	mnooua
燜	mnou
燜	mnouoi
鞔	mnv
鞔	mnviua
璊	mnvv
璊	mnvvvi
忙	mp
漭	mpa
漭	mpaiiv
茫	mpi
蟒	mpia
蟒	mpiaii
莽	mpii
茫	mpiiao
芒	mpiio
芒	mpiiov
莽	mpiivu
盲	mpo
忙	mpooov
氓	mpov
邙	mpova
邙	mpovai
氓	mpovav
盲	mpovia
肓	mpovu
肓	mpovuu
牤	mpu
牻	mpuv
牤	mpuvov
牻	mpuvvu
硭	mpv
杧	mpvo
杧	mpvova
厖	mpvu
硭	mpvuii
厖	mpvuvu
繆	mq
繆	mqaaao
謬	mqo
謬	mqoaao
夢	mr
孟	mra
濛	mrai
勐	mraia
勐	mraiau
孟	mraiia
濛	mraiio
蒙	mri
黽	mria
蜢	mriaa
蜢	mriaai
鄳	mriaai
鄳	mriaai
矇	mriai
㠓	mriaii
㠓	mriaii
幪	mriaii
幪	mriaii
矇	mriaii
蟒	mriaii
蟒	mriaii
蠓	mriaii
蠓	mriaii
虻	mriao
虻	mriaov
黽	mriavv
萌	mrii
瞢	mriii
瞢	mriiia
萌	mriioi
鸏	mriiu
夢	mriiua
鸏	mriiui
甍	mriiv
甍	mriiva
蒙	mriivv
錳	mrio
錳	mrioai
盟	mro
曚	mroi
盟	mroiia
曚	mroiii
懵	mroo
懞	mrooi
懞	mrooii
懵	mrooii
氓	mrov
氓	mrovav
猛	mru
獴	mrua
猛	mruaai
獴	mruaii
朦	mrui
朦	mruiio
艨	mruu
艋	mruua
艋	mruuai
艨	mruuii
檬	mrv
檬	mrviio
礞	mrvu
礞	mrvuii
嗎	ms
媽	msa
孖	msai
孖	msaiai
嬤	msau
媽	msauiv
嬤	msauov
抹	msi
螞	msia
蟆	msiai
蟆	msiaii
螞	msiaiv
抹	msiuvv
馬	msiv
馬	msivvv
嘛	mso
禡	msoa
禡	msoaiv
嗎	msoivv
罵	msoo
罵	msooiv
嘛	msoovu
嘜	msou
嘜	msouoi
麻	msov
麼	msova
麼	msovaa
摩	msovi
摩	msoviu
痲	msovv
痲	msovvv
麻	msovvv
獁	msu
獁	msuaiv
碼	msv
榪	msvi
榪	msvivv
碼	msvuiv
瑪	msvv
瑪	msvviv
沒	mw
妹	mwa
湄	mwaa
湄	mwaaiv
眉	mwai
郿	mwaia
郿	mwaiai
眉	mwaiia
鶥	mwaiu
鶥	mwaiui
渼	mwao
渼	mwaouv
媒	mwau
媚	mwaua
沒	mwauaa
媚	mwauai
浼	mwauai
浼	mwauai
媄	mwauo
媄	mwauou
媒	mwauvi
妹	mwauvv
嵋	mwi
嵋	mwiaai
莓	mwii
莓	mwiiuv
鎂	mwio
鎇	mwioa
鎇	mwioai
鎂	mwioou
美	mwo
袂	mwoa
袂	mwoaav
昧	mwoi
昧	mwoivv
寐	mwoo
寐	mwooai
煤	mwou
煤	mwouvi
美	mwouvu
糜	mwov
槑	mwovo
糜	mwovou
槑	mwovov
每	mwu
猸	mwua
猸	mwuaai
魅	mwui
魅	mwuivv
黴	mwuu
黴	mwuuia
每	mwuvaa
梅	mwv
楣	mwva
楣	mwvaiv
酶	mwvi
酶	mwviuv
霉	mwvo
霉	mwvouv
枚	mwvu
梅	mwvuva
枚	mwvuvu
玫	mwvv
瑂	mwvva
瑂	mwvvai
瑁	mwvvi
瑁	mwvvia
楳	mwvvii
楳	mwvvii
玫	mwvvuv
毛	mz
矛	mza
蟊	mzao
矛	mzaoai
瞀	mzaoi
瞀	mzaoia
蝥	mzaoia
蝥	mzaoia
蟊	mzaoia
泖	mzau
泖	mzauau
冒	mzi
帽	mzia
冒	mziaia
帽	mziaia
峁	mziau
峁	mziaua
眊	mziauv
眊	mziauv
茂	mzii
茅	mziia
鄚	mziiai
鄚	mziiai
茅	mziiao
茆	mziiu
茆	mziiua
芼	mziiuv
芼	mziiuv
茂	mziivu
錨	mzio
錨	mzioii
鉚	mziou
鉚	mzioua
髦	mziv
髦	mzivuv
袤	mzo
昴	mzoi
昴	mzoiua
旄	mzov
袤	mzovao
麾	mzovu
旄	mzovuv
麾	mzovuv
貿	mzu
卯	mzua
卯	mzuaai
貿	mzuaao
貌	mzuo
貓	mzuoi
貓	mzuoii
耄	mzuou
貌	mzuoui
耄	mzuouv
毛	mzuvva
懋	mzv
楙	mzva
懋	mzvaoa
楙	mzvaoa
瑁	mzvv
瑁	mzvvia
犛	mzvvu
犛	mzvvuv
您	nb
您	nbiuoa
鳥	nc
尿	nca
溺	ncaa
溺	ncaava
尿	ncavaa
蔦	nci
嬲	ncia
嬲	nciaau
蔦	nciiui
嫋	ncu
脲	ncua
嫋	ncuaov
脲	ncuavu
鳥	ncuiav
捏	nd
涅	nda
乜	ndaa
乜	ndaaa
隉	ndai
隉	ndaioi
櫱	ndaiv
櫱	ndaivv
涅	ndaoiv
孽	ndi
嵲	ndia
嵲	ndiaui
蘖	ndii
菍	ndiii
菍	ndiiio
糵	ndiio
糵	ndiiou
孽	ndiiui
蘖	ndiiui
鑷	ndio
鎳	ndiou
鎳	ndioui
鑷	ndiovi
捻	ndiu
捻	ndiuio
捏	ndiuoi
攝	ndiuv
攝	ndiuvi
躡	ndo
闑	ndoi
闑	ndoiui
躡	ndoivi
懾	ndoo
懾	ndoovi
糅	ndou
糅	ndouao
囁	ndov
囁	ndovii
臬	ndu
臬	nduivv
聶	ndv
顳	ndvi
聶	ndvivi
顳	ndvivu
埝	ndvo
埝	ndvoio
齧	ndvv
齧	ndvviv
耨	ndvvv
耨	ndvvvu
呢	ne
那	nea
那	neavai
訥	neo
哪	neoa
訥	neoaia
呢	neoavu
哪	neoavv
吶	neoi
吶	neoiau
疒	neu
疒	neuov
難	nf
婻	nfa
婻	nfauuo
男	nfi
囡	nfia
囝	nfiaa
囝	nfiaai
囡	nfiaau
男	nfiaau
蝻	nfiau
罱	nfiauo
罱	nfiauo
蝻	nfiauo
萳	nfii
萳	nfiiuo
喃	nfo
喃	nfouoi
南	nfu
南	nfuoia
腩	nfuu
腩	nfuuoi
楠	nfv
難	nfviio
赧	nfvo
赧	nfvoai
楠	nfvuoi
寧	ng
濘	nga
濘	ngaooa
擰	ngi
薴	ngii
薴	ngiioo
擰	ngiuoo
佞	ngiv
佞	ngivva
凝	ngo
嚀	ngoo
甯	ngooo
嚀	ngoooa
寧	ngoooa
甯	ngoooa
凝	ngovua
獰	ngu
獰	nguaoo
檸	ngv
聹	ngvi
聹	ngvioo
檸	ngvooa
乃	nh
奶	nha
鼐	nhau
奶	nhauau
尕	nhaui
鼐	nhauia
尕	nhauiu
乃	nhauu
嬭	nhauv
嬭	nhauvu
虐	nhi
艿	nhii
艿	nhiiau
萘	nhiiv
萘	nhiivu
佴	nhiv
佴	nhivii
虐	nhivva
瘧	nho
哪	nhoa
哪	nhoavv
瘧	nhoviv
氖	nhu
氖	nhuvau
耐	nhv
迺	nhvi
迺	nhvioa
奈	nhvu
耐	nhvuvi
奈	nhvuvv
柰	nhvv
柰	nhvvvi
怒	nj
奴	nja
努	njau
弩	njaua
駑	njauaa
駑	njauaa
孥	njauai
孥	njauai
奴	njauao
努	njauau
弩	njauav
胬	njaui
帑	njauia
帑	njauia
胬	njauia
怒	njauoa
砮	njauv
砮	njauvu
傉	nji
傉	njivuv
呶	njo
呶	njoauv
笯	nju
笯	njuvau
妳	nk
泥	nka
溺	nkaa
溺	nkaava
泥	nkaavu
𨺙	nkai
𨺙	nkaiui
妮	nkau
妮	nkauav
妳	nkauua
尼	nkav
尼	nkavua
擬	nki
睨	nkia
嶷	nkiau
嶷	nkiaua
睨	nkiaui
伲	nkiav
伲	nkiavu
薿	nkii
薿	nkiiua
鈮	nkio
鈮	nkioav
倪	nkiu
你	nkiua
你	nkiuai
倪	nkiuiv
擬	nkiuva
齯	nkiv
齯	nkivui
呢	nko
禰	nkoa
呢	nkoavu
禰	nkoavu
暱	nkoi
昵	nkoia
昵	nkoiav
暱	nkoivi
怩	nkoo
怩	nkooav
逆	nkou
逆	nkouoa
旎	nkov
麑	nkovu
麑	nkovui
旎	nkovuv
膩	nku
猊	nkua
疑	nkuaa
疑	nkuaao
鯢	nkuau
猊	nkuaui
鯢	nkuaui
膩	nkuvvv
匿	nkv
輗	nkva
輗	nkvaui
匿	nkviiv
霓	nkvo
坭	nkvoa
坭	nkvoav
霓	nkvoui
女	nl
娜	nla
胬	nlau
娜	nlauav
胬	nlauia
女	nlauvv
那	nlav
那	nlavai
挪	nli
𦰡	nlii
𦰡	nliiav
偌	nliii
偌	nliiiv
釹	nlio
釹	nlioau
鍩	nlioi
鍩	nlioii
搦	nliu
挪	nliuav
搦	nliuav
儺	nliv
儺	nlivii
諾	nlo
呶	nloa
諾	nloaii
呶	nloauv
喏	nloi
喏	nloiiv
懦	nloo
忸	nlooa
忸	nlooai
懦	nloovo
糯	nlou
糯	nlouvo
衄	nlu
衄	nluiai
恧	nlv
恧	nlvuoa
年	nm
念	nmi
蔫	nmii
蔫	nmiivi
念	nmiooa
攆	nmiu
捻	nmiui
捻	nmiuio
拈	nmiuiv
拈	nmiuiv
撚	nmiuu
撚	nmiuua
攆	nmiuvv
唸	nmo
諗	nmoa
諗	nmoaio
唸	nmoioa
粘	nmou
粘	nmouiv
黏	nmu
鯰	nmua
鮎	nmuai
鮎	nmuaio
鯰	nmuaio
稔	nmuv
稔	nmuvio
黏	nmuviv
年	nmuvvi
廿	nmv
輾	nmva
輾	nmvaav
廿	nmviiv
埝	nmvo
埝	nmvoio
碾	nmvu
碾	nmvuav
廾	nmvui
廾	nmvuii
輦	nmvv
輦	nmvvva
嫩	nn
媆	nna
嫩	nnauvi
媆	nnauvu
恁	nni
恁	nniuoa
囊	np
攮	npi
饢	npio
饢	npiovi
攮	npiuvi
囔	npo
曩	npoi
曩	npoiov
囔	npovia
齉	npu
齉	npuivi
囊	npvioo
牛	nq
妞	nqa
紐	nqaa
紐	nqaaai
妞	nqauai
扭	nqi
鈕	nqio
鈕	nqioai
拗	nqiu
拗	nqiuaa
扭	nqiuai
忸	nqo
謬	nqoa
謬	nqoaao
忸	nqooai
狃	nqu
狃	nquaai
牛	nquvvi
杻	nqv
杻	nqvavi
能	nr
能	nraoua
嗯	nro
嗯	nroiav
那	ns
納	nsa
納	nsaaia
乸	nsai
乸	nsaiaa
娜	nsau
娜	nsauav
那	nsavai
拿	nsi
蚋	nsia
蚋	nsiaia
𦰡	nsii
𦰡	nsiiav
鈉	nsio
鎿	nsioi
鈉	nsioia
鎿	nsioiv
捺	nsiu
捺	nsiuvu
拿	nsiviu
哪	nso
衲	nsoa
訥	nsoai
衲	nsoaia
訥	nsoaia
哪	nsoavv
吶	nsoi
吶	nsoiau
南	nsu
肭	nsui
肭	nsuiau
南	nsuoia
暖	nt
煊	nto
暖	ntoiuo
煊	ntouoo
內	nw
那	nwa
嫩	nwau
嫩	nwauvi
那	nwavai
餒	nwi
內	nwiauo
餒	nwiouo
哪	nwo
哪	nwoavv
娘	nx
孃	nxa
娘	nxauoa
孃	nxauov
釀	nxv
釀	nxviov
弄	ny
濃	nya
濃	nyaiav
農	nyi
農	nyiavu
儂	nyii
儂	nyiiav
噥	nyo
噥	nyoiav
膿	nyu
膿	nyuiav
穠	nyuv
穠	nyuvia
醲	nyv
醲	nyvioa
弄	nyvvvu
鬧	nz
淖	nza
淖	nzaivo
撓	nzi
蟯	nzia
蟯	nziavo
鐃	nzio
鐃	nziovo
撓	nziuvo
鬧	nzivov
惱	nzo
呶	nzoa
呶	nzoauv
惱	nzooaa
腦	nzu
猱	nzua
峱	nzuaa
腦	nzuaaa
猱	nzuaao
峱	nzuaav
臑	nzuv
臑	nzuvia
孬	nzv
堖	nzvo
堖	nzvoaa
硇	nzvu
孬	nzvuau
硇	nzvuui
瑙	nzvv
瑙	nzvvaa
橈	nzvvo
橈	nzvvov
品	pb
姘	pba
瀕	pbai
瀕	pbaivi
嬪	pbau
浜	pbaui
浜	pbauiv
嬪	pbauoo
姘	pbauou
拼	pbi
蘋	pbii
蘋	pbiiiv
拚	pbiu
拚	pbiuao
拼	pbiuou
頻	pbiv
騁	pbivi
騁	pbivia
顰	pbivu
顰	pbivui
頻	pbivvu
品	pboooo
貧	pbu
貧	pbuoao
牝	pbuv
牝	pbuvua
聘	pbv
聘	pbviia
榀	pbvo
榀	pbvooo
玭	pbvv
玭	pbvvvi
票	pc
漂	pca
縹	pcaa
縹	pcaavi
嫖	pcau
嫖	pcauvi
漂	pcavia
瞟	pci
螵	pcia
瞟	pciavi
螵	pciavi
薸	pcii
薸	pciiav
莩	pciiu
莩	pciiuo
驃	pciv
驃	pcivvi
嘌	pco
嘌	pcovia
膘	pcu
鰾	pcua
鰾	pcuavi
膘	pcuvia
飄	pcv
瓢	pcvi
剽	pcvii
剽	pcviii
朴	pcvio
朴	pcvioo
飄	pcviua
瓢	pcviuu
票	pcvivv
殍	pcvu
殍	pcvuuo
撇	pd
掊	pdi
蔽	pdii
蔽	pdiiou
苤	pdiiv
苤	pdiivu
錇	pdio
䥕	pdioo
䥕	pdioou
錇	pdioov
抔	pdiu
撇	pdiuou
掊	pdiuov
抔	pdiuvu
瞥	pdo
瞥	pdouia
剖	pdov
剖	pdovii
裒	pdovu
裒	pdovui
瓿	pdovv
瓿	pdovva
氕	pdu
氕	pduvuu
垺	pdv
垺	pdvouo
盤	pf
潘	pfa
爿	pfai
爿	pfaivu
泮	pfao
泮	pfaouv
弁	pfaov
弁	pfaovu
潘	pfauou
盼	pfi
畔	pfia
畔	pfiaou
蟠	pfiau
盼	pfiauo
蟠	pfiauo
拚	pfiu
拚	pfiuao
拌	pfiuo
拌	pfiuou
判	pfo
袢	pfoa
袢	pfoaou
襻	pfoav
襻	pfoavu
蹣	pfoi
蹣	pfoiii
叛	pfou
判	pfouii
叛	pfouuu
磐	pfu
番	pfuo
番	pfuoia
胖	pfuou
胖	pfuouv
槃	pfuu
盤	pfuuia
般	pfuuu
般	pfuuua
磐	pfuuvu
槃	pfuuvv
攀	pfv
顢	pfvi
顢	pfvivu
柈	pfvo
柈	pfvouv
磻	pfvu
磻	pfvuuo
攀	pfvuvu
憑	pg
屏	pga
涄	pgai
涄	pgaiav
洴	pgao
洴	pgaouv
娉	pgau
娉	pgauia
淜	pgauu
淜	pgauuu
泙	pgav
屏	pgavou
泙	pgavou
蘋	pgi
帡	pgia
帡	pgiaou
蚲	pgiav
蚲	pgiavo
萍	pgii
俜	pgiia
俜	pgiiav
萍	pgiiav
蘋	pgiiiv
荓	pgiio
荓	pgiiou
苹	pgiiv
苹	pgiivo
摒	pgiu
摒	pgiuav
抨	pgiuv
抨	pgiuvo
